Name,hash,createdAt,family,Benign
3Lp1NkJHYsmFRBfM3ggoWsS1PF5hXxrwrD,8f43ba681ae86b67cfebad89739528950cec9ccdc13140b5ddcf952a434915de,2021,Qlocker,0
3GfAJxhUen3oqb4sDDnPmXyhs5mDboHbyG,ea8f4f94c938813145500a80b91e7f36a3c7b283385153051381851170b87117,2021,Qlocker,0
3G6fbWX6At9uRzKf6kwS6R6pn5EQ8UsxKY,44b680b58de97321d83a3b074e360205ba686d024ed5bb833bc32f980f12ab6c,2021,Qlocker,0
12t9YDPgwueZ9NyMgw519p7AA8isjr6SMw,705447f0aa7dfdf6c0b13c73647128c08c96346529c677ea92ed323c9ee5afbf,2021,WannaCry,0
1AHod4t1vpW9aLxQM4CEcj5cxdCmQnpgLD,1dd6899f0beda07fbc6b16157be919c18e63994e44c117fac1b43afdfa14a745,2021,Netwalker (Mailto),0
13i19sWBpe5Z6P6HHigNFW1ebeWhXzmPfS,189d34bbdb59d1148ec3c7bf6a7fb722e7e62b6c3d624d3bd9f89c792cabc74a,2021,Netwalker (Mailto),0
1E4s5oWDH2KqjR5S5aywR3oThHrZT9s4Ui,7d248a551925bd4cb3311586353938da81a116c1526c355d4432825abbd52730,2021,Netwalker (Mailto),0
3Ekwztte7oWR1odC1eKeL2Va4cpBuGXPgU,48f27f47057cb01e7d72c012a6178651c03716b1e0923224bfac34711ebd63d4,2021,Qlocker,0
14fHcTQx7wwcbMa5opGqdJXTSEqTGRtoxS,d18b87e048054c739055768615a88e19f030274a71dc21b4ba61870087ef041d,2021,Netwalker (Mailto),0
34vbPQLgGZwKG2FikitGU6QR7K25aB6Shh,2c4960b154bd6fe3d083c47995a84f2d9f77ac8aa05ee4d6c52757075a4f7593,2021,Qlocker,0
19nwTbrjLRRjxXam8NxExib8uWuuA78Cu3,355025f7a7be19c17131cbe511e7251a346fb98a597e954519bce0f65e7d7eed,2021,Netwalker (Mailto),0
3PunvFGpVWLX7PNAoT3bMDbPQU2QQW4kxN,deee7a41e317de9667cd11f0901ef65f61d82ff2c5a1adfac35aaa96ab497764,2021,Qlocker,0
13DFuTYQhKQyj7m5pNzWrySsNUnFakcojp,cc10d3e83ed8caac29eb035e6d389325a3519b62c774542c7fbcff1bc7180f2f,2021,Netwalker (Mailto),0
17rJmFiKyYbNZmt9xiz8yTScX1QvWpt7pz,744f39c17192c360a4a7efd80d1fe40cdf97f87d5c5fb2501d80343eca95ee12,2021,Bitpaymer / DoppelPaymer,0
1McnyaGV4yaS7AQo97G8AHLFx94WzA751U,fee5fea333d3b8e78511fefdd253576717d4431d6f4ff2a03e143f5119bfa47a,2021,Netwalker (Mailto),0
3Kywg92E877KUWmyaeeLNSXFc5bqBvFbAm,7b6f909811b9ca17f44969edb52edb8fc8eb34a3bb58bbf838bd6959c84ac719,2021,Qlocker,0
13msidWLjvS6HUAmQcDj98nLno4BzZusXT,1d3a46b447b3a454500164c112088a37554d8974d20002abbf18014858c127e5,2021,Netwalker (Mailto),0
12bG5T6kvj9iWPzCxTjPcWipKaRDLLXZBL,75e453a468da7ca1f294ab42148d8f09a9f98a759abfca9e7ea111279044df05,2021,Netwalker (Mailto),0
1DgLhGeJfoUkkXdYNVf7SNckX5ST5taPVo,acea50910c09bad617602d26ae1aaf1c1ce003abf4edb022cb5ecb75c5d70cf7,2021,Netwalker (Mailto),0
3L7ECcRBCypxrS5U9Kw9WexcsHmX4wKYz6,3629b08e3e75195ee97754e5563b6c2cf4669a9c3a963079bc61ecef2df131c1,2021,REvil / Sodinokibi,0
1GuR4EA1g9yFPP13QjnqjZscGdyyvCN4WZ,189a468d41dbbb5b835384d6022722e801ed3fc16ff2f02913faa09b6b4e6605,2021,Netwalker (Mailto),0
bc1q7eqww9dmm9p48hx5yz5gcvmncu65w43wfytpsf,fc78327d4e46dac01dc313067b1ac7f274cdb3a07ea9f28f6f71473145f1b264,2021,DarkSide,0
3Q8WmjQyFs1EKCdu415t2P9cxY7AbqorPd,02cabc9e44f9f16e38d8af4dee470994b0f71e442b80076fbedefcb8bba290bb,2021,Qlocker,0
bc1qsmehmvycn97hsl3l8mjavg8u44ymvmutmhzvtx,6317dc92648abb58abbf81229cee75398c705301c02a83221303a1391e90f982,2021,Netwalker (Mailto),0
bc1qxkz0nsrqfat833fq9gh7ypk0qcvrgqku679cz0,cc10d3e83ed8caac29eb035e6d389325a3519b62c774542c7fbcff1bc7180f2f,2021,Netwalker (Mailto),0
bc1qc0xzda5wurdz2yhurdch8jvz6natg2w86749fc,5a6071824a20b07f9cade64aeb22cdabb670414f9726d9c30002b276993bcdf6,2021,Netwalker (Mailto),0
3KyeCr9QA56pAjEpUPrPVH5E9FuvPPcXuk,644837fc5584294556e76183fa01ecba5510b8807c756abf3f98c198785050af,2021,Netwalker (Mailto),0
1Cyh35KqhhDewmXy63yp9ZMqBnAWe4oJRr,d058c1a8748a5ed815d0a2fca4260dd3d8bf3231e0392030a5fd361ff93bd259,2021,Ryuk,0
bc1qxay7nulfvjtz53p6erdajrfzdwtwc7vhah25c2,300b4193b8d6f8ff221776a8339943223e9ebbf3d6f24228f8b6ac0f53174d9b,2021,Netwalker (Mailto),0
bc1qcwadmycvzen2qkjnge2hhgtgulerssy56pqx9k,c95e3ec6c591f507405a81b39f11201dc3616fa277c3442c8e2b0cc1900dd5e5,2021,Netwalker (Mailto),0
bc1qdfqazmrxermtsefgeskc2e2jngmkx0hvl55hek,189d34bbdb59d1148ec3c7bf6a7fb722e7e62b6c3d624d3bd9f89c792cabc74a,2021,Netwalker (Mailto),0
1QDTerJPMMdPnbvWr8R5p4SYTPbQLzk8vj,caeae4ba9c9d09964f74401b17a4cd8a5b30a9ac0ecd0d7f1ae14f1ee3cc4484,2021,Netwalker (Mailto),0
bc1qqs4px4km9xlal0aquuucxeuj2m30llj7w9jwpv,1358e4baba0a36300e6e4b4d124325e5a6c8e59fdb9a65f8f22ac45151027674,2021,Netwalker (Mailto),0
bc1q2n664ugqjxcalnk5ts4qraz47plvyvwpeyryat,0db0413f83cf0a6409a381f25c1d8734bb47848b2058c061a11771994670fbba,2021,Netwalker (Mailto),0
1Kx9TT76PHwk8sw7Ur6PsMWyEtaogX7wWY,864e0cdab84c5af945597b0943ea920663b9d2fb28938c5d9788ae5ea3827657,2021,Ryuk,0
3ELWptyxydCYekCuLwZPCDC79vLzvvXDv4,88169b1aaa617d5fc4dbea18526052b40611945769de8ce077a0f3dd343e2cca,2021,Netwalker (Mailto),0
1NJFpoLF5WsKfcWicctEZ3ykhBKoooQcLi,2c956a6d5b64f41779c11b28a73751f6c6a0f3b7ac38c57adb15903235460df7,2021,Netwalker (Mailto),0
35XP3iS53jgE4K7atFwmjoKrxy5hC6dbKp,0dce4121c84f3a66e7b04bf71d41075ea345b6288a1c003c0c7d900c031a41f4,2021,Netwalker (Mailto),0
bc1qx35wa2reueyf2jmhq3ffdv5vmqn5s8nm6flp9n,4d192e5bdf6a08304124ea3b4e1c1a051701dffaf45b3fd941f3f1c6ff00e1fb,2021,Netwalker (Mailto),0
bc1qg4l65gt8pkfu9c62d5dz4dlzgu8g7qp5257luw,2c956a6d5b64f41779c11b28a73751f6c6a0f3b7ac38c57adb15903235460df7,2021,Netwalker (Mailto),0
bc1qaktxa75kx8xglvmr5pgvruj0rjmvgxyaxxypfj,88169b1aaa617d5fc4dbea18526052b40611945769de8ce077a0f3dd343e2cca,2021,Netwalker (Mailto),0
bc1qas4q5ursafmagzkvhs3v6sl4t98v9tnr8a75rg,f5475080fe9359f4aece2dd878ac6713041dccc1a3061dce5b9f512e15e65286,2021,Netwalker (Mailto),0
bc1qj9r03antk5ynmgucd0gmrnf0ufu7mq05fxgwxa,92c6bf19240c44247953ba1e1e936f8755b7cb0f2bd7489dcd8539f8e134f3a5,2021,Netwalker (Mailto),0
bc1qx0ngr555gepwqutxuwkdxdcfjwwdhgtfmyaxzt,8f46153d21eef5bf50fbb13b07900146234c73634eed9638ddd3b8594f0fc38b,2021,Netwalker (Mailto),0
1MshYtvKZNbKr4RQgynAkAJQcWcrwaaZQF,c01117c10900892d4ecfcef89f225cf2e85029c9d66e5c96781e32feb3e79c64,2021,Netwalker (Mailto),0
3P1nVcu7iwgAL6F5CJuQBwrgBwt9tqVaFi,f5475080fe9359f4aece2dd878ac6713041dccc1a3061dce5b9f512e15e65286,2021,Netwalker (Mailto),0
bc1q5fx98qud4htkg7alr0eve7aq34k9m4rc2jqwtr,5187a30d8ff2fb54bee6be4e19a55557cd369d80403f7c8400630a0061bc3cbf,2021,Netwalker (Mailto),0
bc1qulr3z39ue858wvcp5w8q2dugafz430j46q32qj,73c9651f0a865f40be4aea37f58682e24a26eb0431425e6a4c8c1b74f0751d02,2021,Netwalker (Mailto),0
bc1qeqa7cpzajpqcvne0vm6ql3m5klye47ws6zh2qt,0dce4121c84f3a66e7b04bf71d41075ea345b6288a1c003c0c7d900c031a41f4,2021,Netwalker (Mailto),0
bc1q8zkuuwu30ajagzcl4au9fnvc8tfddjcpjxxqt6,d2685b40c151f2dbdcfdf7eb6e2cdd58b112a7cf5073b357a155ad92d168f4d7,2021,Netwalker (Mailto),0
bc1qheumh307l9jf2s8aw7wgztkfjkjrfsn8pnhcww,be88b141dab09bd7d2f994b555ce417d65be6658b955be8cdf164fb315dc7a60,2021,Netwalker (Mailto),0
3MRrmDQZHJokDJxjnR4SmFA8V6ZAec6dAv,5187a30d8ff2fb54bee6be4e19a55557cd369d80403f7c8400630a0061bc3cbf,2021,Netwalker (Mailto),0
39vtf4inwt1Beg6Gj1iN6kgaG8A9NN4hBo,c01117c10900892d4ecfcef89f225cf2e85029c9d66e5c96781e32feb3e79c64,2021,Netwalker (Mailto),0
12vsQry1XrPjPCaH8gWzDJeYT7dhTmpcjL,ea2e7957baa7934e9e01162c8ec361b8649a0151579128477faf80d30c790370,2021,Ryuk,0
bc1qfhw6tzkj0sgh0lqswadtvzf9z0k0qmz9vzv4z4,61c30b70aa4331d282b8452b694e0cf432a2600ed780caa0acd2e2814c7a4d0f,2021,Netwalker (Mailto),0
bc1qhnwufcw2929kfh36xn6djscxfzs5lh5eassujw,0db0413f83cf0a6409a381f25c1d8734bb47848b2058c061a11771994670fbba,2021,Netwalker (Mailto),0
bc1qdaw8xq5ymr7u8mvzq26zmq0fpqtefgnj76fgv3,912fb89abf0b54b49df567132ae787886e9ee1284e26ea2ab302690c2a31c815,2021,Netwalker (Mailto),0
1E4fQqzCvS8wgqy5T7n1DW8JMNMaUbeFAS,af8937e00b910e5a6911ea62d8237e1f781db0e015f390be2fc1b4e3934b8033,2021,Ryuk,0
35DU1XS6puwJXGUwWKhTyTD2LjuP6H5HSt,84a4131bfe840e4972f3cca0c16a8e08f0e6625f44d244757ad51dc41dcccc99,2021,Netwalker (Mailto),0
bc1qdhlw8a6afds8933szg0ry3qedej9ef9nhcs4dw,c98a5d8e9e9b181fe77d527d39039c2013da47786489504e22ab329116679176,2021,Netwalker (Mailto),0
bc1qkghe3wha87qpcx3mdedt2ux5atguearhj8mvan,d41267042cde12c9e0a470ffbaa0abe35dfbf7ea78ed6e084d4ecae2660b25c9,2021,Netwalker (Mailto),0
bc1q98z5gcxan998h0uem0y4y4qtmm45xk4r2e5m9p,f5d181924a09bf69b97f7dcf154086823c242c3f6630c56867477b86ce8a0fc7,2021,Netwalker (Mailto),0
1GXgngwDMSJZ1Vahmf6iexKVePPXsxGS6H,473535f5b3003e7d414ccf0cd9c23cf2789ed43ffd8b63f1b90d9506ba80b1d9,2021,Ryuk,0
14aJo5L9PTZhv8XX6qRPncbTXecb8Qohqb,85005dd0f8a1b771de8f451fae38666d53a1525f78c1b04adc446b6884a8e563,2021,Ryuk,0
bc1q7aghpv8l4gwha7sfzrvx0v5m5y9rh4h2skgvu5,0fe312248cac2cd0996e5b07c6d2a37057582ab0fb14b70a5172db67eb95a0da,2021,Netwalker (Mailto),0
bc1qsypgqumac6y643we80xxst35acpmcal2cv34cn,3368057184a4875d6bf4b18fbd99289554fa92b36bb7be348d8fbcb21b4d68ce,2021,Netwalker (Mailto),0
bc1qf25ayzqsranmvnc8l72s6mdqvkvlr6mqrfcqg8,24f1e024b02a60e3efd2ce3ab3a407163ac79d15debd2b14163ffab35ef56164,2021,Netwalker (Mailto),0
bc1q4qdsh3vveypwekxwpgeruh28revh62af7yz8ph,5610f0b7b2cf63b95f6cc068d2b938a7c63159dd6471876937defb7c3b50a72a,2021,Netwalker (Mailto),0
bc1q9dd8k6jtdsc7yrefk0ythmhpensn22m26ge7rl,f2b88ce4fc48e4847f3506837b1ba23dc953089d3938a7b5b588d8af02e6eb8a,2021,Netwalker (Mailto),0
bc1qq2ju8mz5whsu6g08t2rgtq8c0jnnj6s90zd279,f500aeb94e83f08b9b101577c262210bd711320e83e58e25bb716ca35a734e3c,2021,Netwalker (Mailto),0
bc1q8r398v5v4aw0a6cah3ddd8nngq2nfqr40xpg3q,f500aeb94e83f08b9b101577c262210bd711320e83e58e25bb716ca35a734e3c,2021,Netwalker (Mailto),0
1FtQnqvjxEK5GJD9PthHM4MtdmkAeTeoRt,1ced2130b8707077ee76b8ff5d48b6fc28240c3a1b7f9bf6cd2b9fc3c6658929,2021,Ryuk,0
bc1qzf593zdg0fw7kmxrp4vgmx96zhsdee5khrftcj,ab1c433c1e5ec33b57c6dcc872de09e6a4177361f32b4802debd513a281a64be,2021,Netwalker (Mailto),0
1CW4kTqeoedinSmZiPYH7kvn4qP3mDJQVa,3816e8efd71a4ed50f9bcc7afb2b32b2b608d4b125a0be1b42fe22f6a0fcddf9,2021,Ryuk,0
14hVKm7Ft2rxDBFTNkkRC3kGstMGp2A4hk,5901500992e17a5e32a37321cac8bdeb6f5a49dc6dbd6966f0f83402e1c3b30b,2021,Maui,0
15FC73BdkpDMUWmxo7e7gtLRtM8gQgXyb4,7e621c5d0d6ee1730cc07abb0259f4feb1cb1e705fa2793aecb0db46a78a3eeb,2021,Ryuk,0
18eu6KrFgzv8yTMVvKJkRM3YBAyHLonk5G,695fb5a5b57a1a5acc7fb3ac45f737898a9852c33fe04ed53fa7be00dd8fd102,2021,Ryuk,0
1KUbXkjDZL6HC3Er34HwJiQUAE9H81Wcsr,f045936ebf5f7404b5e2288c71284405f7d8777e28fb51e158bcc04122d5c079,2021,Ryuk,0
129L4gRSYgVJTRCgbPDtvYPabnk2QnY9sq,1eb5d8465b89b4901939dbcb6ceb71504591e85cc56348e206f47c7a0cb6947b,2021,Ryuk,0
1CbP3cgi1Bcjuz6g2Fwvk4tVhqohqAVpDQ,ed17226c777e51c0b02dc7aac468b8c9c95c202ec92dc05a9476c2888a1a2116,2021,Ryuk,0
1NuMXQMUxCngJ7MNQ276KdaXQgGjpjFPhK,e5a905dbd1ab0648571994f0ad19e145b9c63c4ad9e1f11969fb079f60ab8016,2021,Ryuk,0
13ELQVGgkM79nW34ncBe7Jz7xhXsXmRruM,5b78370e024218c27c6635b392572105f1f0fd9bcfbd052dad24f375a8426e72,2021,Egregor,0
14dpmsn9rmdcS4dKD4GeqY2dYY6pwu4nVV,fd0b2951666bb59b7686afc8e584ff0eacd67c3f664ef14515a739337fabb366,2021,Ryuk,0
1C8n86EEttnDjNKM9Tjm7QNVgwGBncQhDs,1654008e04d695192a089e6b9c9460c09cf2189b3664eec4d07af4683e2004a1,2021,Ryuk,0
1CkwfDadjXPhp3XrUU5J8hQhUtbecH7t1N,d15fd387515da1b9921fd599a13d1a2aa6de4a984be54bece884a957cac3b018,2021,ZeroLocker,0
1PDSGRqkBF7yEJhTNDaxNm6UQT63rrzTGk,7114530ef48249129d3a1a2b4bf700ac1b10196e5da3ae1d1d8b682e4f3121ee,2021,Egregor,0
1L9fYHJJxeLMD2yyhh1cMFU2EWF5ihgAmJ,c80c6265cc8547ef0c52aad9822bd4517a2ba377c3245f69fce1231d674bff76,2021,Ryuk,0
1GZV41rSAHAj63pNjLCBwo7rfioxU8JPE9,381247ff52f2b4cf7d01068591461877e351e73a231758be8e0e93d389c52273,2021,Egregor,0
12UbZzhJrdDvdyv9NdCox1Zj1FAQ5onwx3,0f9203817e257543ec9f4bb70c4c4c67a869acf63aa09150f72ac9705617f6b8,2021,Ryuk,0
15RLWdVnY5n1n7mTvU1zjg67wt86dhYqNj,a590027037166aa5ca851453c6ec7ff9fb16915d8bca78f518184a0137c798c7,2021,Ryuk,0
3MdnThXfyPfjCVihXkbR3i15m4BFN3Rhi7,d40e9c7e51adb6d183f57895f6b27794526e4b22051298ee73c089def963a7d1,2021,Black Kingdom,0
1NMgARKzfaDExDSEsNijeT3QWbvTF7FXxS,d4c966c21dc8f65831296674a91915242edbfc19ddd0ca12dc61f36218e4145f,2021,Ryuk,0
13rTF3AYsf8xEdafUMT5W1E5Ab2aqPhkPi,b2cb8b55a03e625f7e1b50fb670107a40fa6f6738a5ee362b3f772b809e55b07,2021,Ryuk,0
1NQ42zc51stA4WAVkUK8uqFAjo1DbWv4Kz,8f46153d21eef5bf50fbb13b07900146234c73634eed9638ddd3b8594f0fc38b,2021,Ryuk,0
13nmJ3SsNB5pSyQrmX3e6zveY9kHGw8Vs3,eb4a367416e02d1fd77d78d530a0f7f1ff7f84cffb3b595deeb7d5ea399d9100,2021,RagnarLocker,0
1MPdDiRhWFawgN2GVi1Jamm8DdC4qypoGL,be5bab8dc2f80cb2b22d454b7dae78290144bd4e842f4cec71ca7a0d6431f9c8,2021,Egregor,0
1KURvApbe1yC7qYxkkkvtdZ7hrNjdp18sQ,bbfd9ba91fcc3ecf68f3972d9647319673ba167935ec697062a519a2e906752d,2021,Ryuk,0
1ChnbV4Rt7nsb5acw5YfYyvBFDj1RXcVQu,4caba9da363b0e5d744aaa08e16dba3acdcd973fadcf2f4d7bf75cc6faa13dc4,2021,Ryuk,0
bc1qlnzcep4l4ac0ttdrq7awxev9ehu465f2vpt9x0,67cd7ab8637f10b2a33f8833f37827229ce3e38db5a72b2f16e2da6fecdd3667,2021,Ryuk,0
1LKULheYnNtJXgQNWMo24MeLrBBCouECH7,b2b82014c0de8f2f87e73781323100f6f291af921f67e60c3d08fcea2127e2f0,2021,Ryuk,0
1K6MBjz79QqfLBN7XBnwxCJb8DYUmmDWAt,a7d2d94a467484fe8bc50f5fc2607cded064b7da9f0f682338ceb4665d2fb6eb,2021,Ryuk,0
1ET85GTps8eFbgF1MvVhFVZQeNp2a6LeGw,e16451829c60d24bd7f6fa1410d9f145bc4ca821f7f451a605c8b1fc275017b6,2021,Ryuk,0
1Lf8ZzcEhhRiXpk6YNQFpCJcUisiXb34FT,58e15fbef61ec133b3a788bd1f583736da9537c50431c512ff29b5720d3efd6b,2021,Black Kingdom,0
1EoyVz2tbGXWL1sLZuCnSX72eR7Ju6qohH,84a4131bfe840e4972f3cca0c16a8e08f0e6625f44d244757ad51dc41dcccc99,2021,Ryuk,0
1D2ZiHwE4pQb8X6NNcXdfHwncHa3yrDdYr,bca2ed5791959a2326acca66c9638e32247114d7d16972b4ccdf56861333a028,2021,Egregor,0
17zTcgKhF8XkWvkD4Y1N8634Qw37KwYkZT,caeae4ba9c9d09964f74401b17a4cd8a5b30a9ac0ecd0d7f1ae14f1ee3cc4484,2021,Ryuk,0
1LdrbQEAersWLi6A83JrCzERyXEZWD4hBP,5cb7fad138f7c12925555d3a7ac4f30ac3803e173179660c76aa5022fbb92ae0,2021,Egregor,0
1KcQUy3sxgs9XC9XwpgmyaSgTfLDSHbk9N,e74828571b5f9b6fa4c2cb7fc83a3e1fec6df8de5b7a123cf93265399016ac39,2021,Filecry,0
1CN2iQbBikFK9jM34Nb3WLx5DCenQLnbXp,6007915c9cc9699e04e82e1fe876f150e1d1d2030e5ddcfc6eb94f6486d4c227,2021,Ryuk,0
1FRNVupsCyTjUvF36GxHZrvLaPtY6hgkTm,d588f02894c38be00c6e4231bf8eda59c2fd277465e2d59503caa4c14d1376e6,2021,Ryuk,0
1Jq3WwsaPA7LXwRNYsfySsd8aojdmkFnW,a29c1aaed568aa5d5a263f0249b514d048143208a95ba60e99238c7ed270bcec,2021,Ryuk,0
17v2cu8RDXhAxufQ1YKiauBq6GGAZzfnFw,6a78f46b9ac3443184e8ea38764eee0c20ad61557deea9acb9d2889e9990d0ad,2021,Ryuk,0
1GJ4dp5vwK2E9PZ4eF7FVujJiTHERDTFJX,0f0e6aedda37a46255ec6f6eceabd046b3e39b48b3741bf1087681f2989c2ef8,2021,Egregor,0
1Mk96FcixjayGZgdPgo4GrnPPSn7rL1jpE,f9961be7e6d24db493627e84596b9f89d83fbc5ca0619b7041f21b18a788c663,2021,Egregor,0
1G6tQeWrwp6TU1qunLjdNmLTPQu7PnsMYd,fcd5496bf98d7d77e3b22cc25ced4dbcdcbc9469e6f722240579f4aec14be13e,2021,Cryptowall,0
3NtgDQCu7xck4UEpyTf8HNSSvrMCnKZRjt,a4be6ef77c2d29c9bf852f86637c669738d83ebd4247d4cbc43940ce295cbfe7,2021,Qlocker,0
12N7W9ycLhuck9Q2wT8E6BaN6XzZ4DMLau,85f9a2d784778dcf1bf6186eb9ea00403d11b7c345d9342b23e34518b2472c43,2021,Ryuk,0
15n6gV8QUBsy2yh7wqLppWG4Fw4gsUTNAj,68541edde0a6912d1097aba0cfe1ddc69e0a0de7dd645824576d9dfa44104b54,2021,SynAck,0
19AE1YN6Jo8ognKdJQ3xeQQL1mSZyX16op,4b6b580c76cab7e84bc4590b1874877be5f09e655bcb67a6ee5b5809e50c6ffc,2021,Ryuk,0
3DhE1iZ5Ui6HALVKuuYXW52ArZPVJjUgJA,05ef203022d2eb3f3c67b046e6e97f20064138a42f33a534cabc70edeed0642a,2021,Qlocker,0
15LsUgfnuGc1PsHJPcfLQJEnHm2FnGAgYC,02e458b0320661838978c54a68ea2eb49a18bb29b6156fdd1b5d828e04cab7e6,2021,Ryuk,0
112yZpAs3Va6az6JTKZ7iQZEAWdvD5DYoj,6195dbe29f0222ba06fcd29ad5933f001f118bcc434f669e9c18afd9352aa80b,2021,Egregor,0
162DVnddxsbXeVgdCy66RxEPADPETBGVBR,36972c2a37311e8ff7bf0e1122426c10421f565c8cf22c1d1474930bc01e8dfb,2021,Ryuk,0
bc1qnj6yephp3jt204f8yn02wvydn47yd42w63587c,80062626837fdf10f82bfcba1ead788bb7b2d5ea4ebe90626d6bf44fa47ebd34,2021,Conti,0
bc1qvpt6tnce3knl5vr5v3k985uwr4mm85hc62ydqs,f61599baa8c6f0d6907ad4939b8a44e226829868f056f832569610009294a9fd,2021,Conti,0
3LE4u2csMS9y1MdfgBZ3pDmnDg7VCtX322,5a17b28d934a762f98aec5adadbbe82639dfa0bda157a38febcda01f37949474,2021,Ryuk,0
1BkmiGWPLum8MzusqZsq6Tn7v4oUjqPLjC,00bae4b5ea632d082c630e3d239404eb75723b2dbd565ee246bcdd5b5e65170e,2021,MedusaLocker,0
